,address,city,zip,latitude,longitude,number,street,county,country,population_count,coordinance
372,1121 N CIRCLE DR,COLORADO SPRINGS,80909,38.848205,-104.772937,1121,N Circle Dr,El Paso County,US,2178.0,"(38.848205, -104.772937)"
373,3900 WADSWORTH BLVD,WHEAT RIDGE,80033,39.771146,-105.07985500000001,3900,Wadsworth Blvd,Jefferson County,US,897.0,"(39.771146, -105.07985500000001)"
374,220 S ELIZABETH ST,ELIZABETH,80107,39.36027,-104.59692,220,S Elizabeth St,Elbert County,US,1764.0,"(39.36027, -104.59692)"
375,1101 E US HWY 24,WOODLAND PARK,80863,38.982818,-105.046575,1101,E US 24,Teller County,US,1309.0,"(38.982818, -105.046575)"
376,12442 W KEN CARYL AVE,LITTLETON,80127,39.579060999999996,-105.13467800000001,12442,W Ken Caryl Ave,Jefferson County,US,1550.0,"(39.579060999999996, -105.13467800000001)"
377,560 CORONA ST,DENVER,80218,39.724922,-104.973925,560,Corona St,Denver County,US,896.0,"(39.724922, -104.973925)"
378,1601 COALTON RD,SUPERIOR,80027,39.928238,-105.14648000000001,1600,Coalton Rd,Broomfield County,US,2940.0,"(39.928238, -105.14648000000001)"
379,1425 S MURRAY BLVD,COLORADO SPRINGS,80916,38.812556,-104.746799,1425,S Murray Blvd,El Paso County,US,4189.0,"(38.812556, -104.746799)"
380,771 THORNTON PKWY,THORNTON,80229,39.872359,-104.977276,771,E Thornton Pkwy,Adams County,US,1653.0,"(39.872359, -104.977276)"
381,6925 MESA RIDGE PKWY,FOUNTAIN,80817,38.716832000000004,-104.698933,6925,Mesa Ridge Pkwy,El Paso County,US,6229.0,"(38.716832000000004, -104.698933)"
382,757 E 20TH AVE,DENVER,80205,39.748084000000006,-104.977539,757,E 20th Ave,Denver County,US,932.0,"(39.748084000000006, -104.977539)"
383,620 W PLATTE AVE,FORT MORGAN,80701,40.253312,-103.810405,620,W Platte Ave,Morgan County,US,1065.0,"(40.253312, -103.810405)"
384,6220 E 14TH AVE,DENVER,80220,39.73746,-104.915618,6220,E 14th Ave,Denver County,US,1855.0,"(39.73746, -104.915618)"
385,181 W MINERAL,LITTLETON,80120,39.575063,-104.99191299999998,181,W Mineral Ave,Arapahoe County,US,1197.0,"(39.575063, -104.99191299999998)"
386,27152 MAIN ST,CONIFER,80433,39.527324,-105.30339599999999,27152,Main St,Jefferson County,US,643.0,"(39.527324, -105.30339599999999)"
387,860 CLEVELAND AVE,LOVELAND,80537,40.400541,-105.07433600000002,860,Cleveland Ave,Larimer County,US,1364.0,"(40.400541, -105.07433600000002)"
388,1605 E BRIDGE ST,BRIGHTON,80601,39.986942,-104.801955,1605,E Bridge St,Adams County,US,1418.0,"(39.986942, -104.801955)"
389,1500 E MULBERRY ST,FORT COLLINS,80524,40.581858000000004,-105.04980800000001,1500,E Mulberry St,Larimer County,US,2681.0,"(40.581858000000004, -105.04980800000001)"
390,1601 S COLLEGE AVE,FORT COLLINS,80525,40.566773,-105.07740700000001,1601,S College Ave,Larimer County,US,2527.0,"(40.566773, -105.07740700000001)"
391,3531 S SHIELDS,FORT COLLINS,80526,40.538522,-105.096732,3531,S Shields St,Larimer County,US,897.0,"(40.538522, -105.096732)"
392,429 S MASON ST,FORT COLLINS,80524,40.581829,-105.07929299999999,429,S Mason St,Larimer County,US,1882.0,"(40.581829, -105.07929299999999)"
393,"390 S WILCOX ST
STE F",CASTLE ROCK,80104,39.365984999999995,-104.86184899999999,390,S Wilcox St,Douglas County,US,430.0,"(39.365984999999995, -104.86184899999999)"
394,2000 W MISSISSIPPI AVE,DENVER,80223,39.696484999999996,-105.013023,2000,W Mississippi Ave,Denver County,US,1584.0,"(39.696484999999996, -105.013023)"
395,5901 S UNIVERSITY BLVD,LITTLETON,80121,39.609406,-104.960374,5901,S University Blvd,Arapahoe County,US,1176.0,"(39.609406, -104.960374)"
396,5860 S KIPLING,LITTLETON,80127,39.610565,-105.10925,5860,S Kipling Pkwy,Jefferson County,US,732.0,"(39.610565, -105.10925)"
397,1201 BONFORTE BLVD,PUEBLO,81001,38.28986,-104.59578499999999,1201,Bonforte Blvd,Pueblo County,US,1906.0,"(38.28986, -104.59578499999999)"
398,7970 WADSWORTH BLVD,ARVADA,80003,39.840959999999995,-105.081046,7970,Wadsworth Blvd,Jefferson County,US,1491.0,"(39.840959999999995, -105.081046)"
399,3385 S TOWER RD,AURORA,80013,39.655262,-104.773213,3385,S Tower Rd,Arapahoe County,US,1829.0,"(39.655262, -104.773213)"
400,11203 W COLFAX AVE,LAKEWOOD,80215,39.740615000000005,-105.124178,11203,W Colfax Ave,Jefferson County,US,1409.0,"(39.740615000000005, -105.124178)"
401,1037 CONIFER STREET,FORT COLLINS,80524,40.603528000000004,-105.057994,1037,Conifer St,Larimer County,US,1840.0,"(40.603528000000004, -105.057994)"
402,4742 TABLE MESA DR,BOULDER,80305,39.985493,-105.238133,4742,Table Mesa Dr,Boulder County,US,1252.0,"(39.985493, -105.238133)"
403,3925-B EAST 120TH,THORNTON,80233,39.915523,-104.941014,3925,E 120th Ave,Adams County,US,3270.0,"(39.915523, -104.941014)"
404,13700 E ALAMEDA #B,AURORA,80012,39.710815000000004,-104.827938,13700,E Alameda Ave,Arapahoe County,US,3020.0,"(39.710815000000004, -104.827938)"
405,40 E VICTORY WY,CRAIG,81625,40.513837,-107.54616599999999,40,Victory Way E,Moffat County,US,534.0,"(40.513837, -107.54616599999999)"
406,"7705 WADSWORTH BLVD
UNIT H",ARVADA,80003,39.835506,-105.08228600000001,7705,Wadsworth Blvd,Jefferson County,US,1531.0,"(39.835506, -105.08228600000001)"
407,1525 GREENWOOD AVE,CANON CITY,81212,38.448083000000004,-105.226216,1525,Greenwood Ave,Fremont County,US,892.0,"(38.448083000000004, -105.226216)"
408,100 SOCIETY DR,TELLURIDE,81435,37.947986,-107.873065,100,Society Dr,San Miguel County,US,1144.0,"(37.947986, -107.873065)"
409,905 WEISS DR  UNIT A,STEAMBOAT SPRINGS,80487,40.448419,-106.81583799999999,905,Weiss Dr,Routt County,US,1502.0,"(40.448419, -106.81583799999999)"
410,2537 EAGLE DR,PAGOSA SPRINGS,81147,37.268611,-107.052571,2537,Eagle Dr,Archuleta County,US,1221.0,"(37.268611, -107.052571)"
411,20453 HWY 160,DURANGO,81301,37.269335,-107.91229299999999,20453,US Hwy 160,La Plata County,US,1318.0,"(37.269335, -107.91229299999999)"
412,1700 N MAIN ST,LONGMONT,80501,40.188937,-105.101757,1700,Main St,Boulder County,US,614.0,"(40.188937, -105.101757)"
413,15291 E COLFAX AVE,AURORA,80011,39.74049,-104.81054300000001,15291,E Colfax Ave,Adams County,US,1904.0,"(39.74049, -104.81054300000001)"
414,16 KEARNS RD,SNOWMASS VILLAGE,81615,39.211631,-106.945605,16,Kearns Rd,Pitkin County,US,1271.0,"(39.211631, -106.945605)"
415,1580 W 84TH AVENUE,DENVER,80260,39.848766999999995,-105.005674,1580,W 84th Ave,Adams County,US,1745.0,"(39.848766999999995, -105.005674)"
416,508 W BASELINE ROAD,LAFAYETTE,80026,40.000008,-105.096929,508,W Baseline Rd,Boulder County,US,1692.0,"(40.000008, -105.096929)"
417,20800 HWY 160,DURANGO,81303,37.269651,-107.90551299999998,20800,US Hwy 160,La Plata County,US,1034.0,"(37.269651, -107.90551299999998)"
418,9181 SPRUCE MOUNTAIN RD,LARKSPUR,80118,39.228257,-104.88467800000001,9181,Spruce Mountain Rd,Douglas County,US,2616.0,"(39.228257, -104.88467800000001)"
419,4810 LARIMER PARKWAY,JOHNSTOWN,80534,40.406496000000004,-104.97442099999999,4810,Larimer Pkwy,Larimer County,US,8880.0,"(40.406496000000004, -104.97442099999999)"
420,8950 E COLFAX AVE,AURORA,80010,39.739767,-104.88388300000001,8950,E Colfax Ave,Arapahoe County,US,1323.0,"(39.739767, -104.88388300000001)"
421,"18611 GREEN VALLEY RANCH BLVD
UNIT 110",DENVER,80249,39.785065,-104.768242,18611,Green Valley Ranch Blvd,Denver County,US,3012.0,"(39.785065, -104.768242)"
422,9697 MONTVIEW BLVD,AURORA,80010,39.747567,-104.87551,9697,Montview Blvd,Adams County,US,564.0,"(39.747567, -104.87551)"
423,1720 E 112TH AVE,NORTHGLENN,80233,39.899234,-104.965926,1720,E 112th Ave,Adams County,US,4793.0,"(39.899234, -104.965926)"
424,1000 KNOX CT,DENVER,80204,39.73279,-105.032142,1000,Knox Ct,Denver County,US,880.0,"(39.73279, -105.032142)"
425,1442 S PARKER RD,DENVER,80231,39.690463,-104.888939,1442,S Parker Rd,Arapahoe County,US,2012.0,"(39.690463, -104.888939)"
426,2730 S PRAIRIE AVE,PUEBLO,81005,38.2198,-104.641471,2730,S Prairie Ave,Pueblo County,US,1380.0,"(38.2198, -104.641471)"
427,16330 E ARAPAHOE RD,FOXFIELD,80016,39.594369,-104.79862,16330,E Arapahoe Rd,Arapahoe County,US,636.0,"(39.594369, -104.79862)"
428,2024 35TH AVENUE,GREELEY,80634,40.405440000000006,-104.734534,2024,35th Ave,Weld County,US,1157.0,"(40.405440000000006, -104.734534)"
429,401 MAIN,WINDSOR,80550,40.479599,-104.90271499999999,401,Main St,Weld County,US,395.0,"(40.479599, -104.90271499999999)"
430,401 S CIRCLE DR,COLORADO SPRINGS,80910,38.825022,-104.78018399999999,401,S Circle Dr,El Paso County,US,899.0,"(38.825022, -104.78018399999999)"
