Game,Store,Address,City,ZIP,Number of winners sold,Total amount won
Cash 5,SAFEWAY STORES INC #1667,3333 ARAPAHOE RD #B,ERIE,80516,1,"$20,000"
Cash 5,SAFEWAY STORES INC #1760,1017 MARKET PLAZA N,PUEBLO WEST,81007,2,"$40,000"
Cash 5,SAFEWAY STORES INC #1792,1425 S MURRAY BLVD,COLORADO SPRINGS,80916,2,"$40,001"
Cash 5,SAFEWAY STORES INC #1873,771 THORNTON PKWY,THORNTON,80229,1,"$20,000"
Cash 5,SAFEWAY STORES INC #1877,880 S PERRY ST,CASTLE ROCK,80104,3,"$40,200"
Cash 5,SAFEWAY STORES INC #1928,18730 E HAMPDEN AVE,AURORA,80013,3,"$40,200"
Cash 5,SAFEWAY STORES INC #1975,6925 MESA RIDGE PKWY,FOUNTAIN,80817,3,"$41,000"
Cash 5,SAFEWAY STORES INC #1998,7561 W 80TH AVE,ARVADA,80003,1,$200
Cash 5,SAFEWAY STORES INC #2342,11088 W JEWELL AVE,LAKEWOOD,80232,2,"$40,000"
Cash 5,SAFEWAY STORES INC #2612,1677 S HAVANA ST,AURORA,80012,3,"$40,200"
Cash 5,SAFEWAY STORES INC #2714,6220 E 14TH AVE,DENVER,80220,1,"$20,000"
Cash 5,SAFEWAY STORES INC #2722,8355 N RAMPART RANGE RD,LITTLETON,80125,3,"$60,000"
Cash 5,SAFEWAY STORES INC #2810,1200 2ND AVE,MONTE VISTA,81144,1,"$20,000"
Cash 5,SAFEWAY STORES INC #2910,1632 HOVER RD,LONGMONT,80501,4,"$80,002"
Cash 5,SAFEWAY STORES INC #2915,860 CLEVELAND AVE,LOVELAND,80537,2,"$40,000"
Cash 5,SAFEWAY STORES INC #2917,1605 E BRIDGE ST,BRIGHTON,80601,1,"$20,000"
Cash 5,SAFEWAY STORES INC #2918,3526 W 10TH ST,GREELEY,80634,1,"$20,000"
Cash 5,SAFEWAY STORES INC #3723,315 W 2ND ST,LA JUNTA,81050,1,"$20,202"
Cash 5,SAFEWAY STORES INC #3729,1231 S PRAIRIE AVE,PUEBLO,81005,2,"$21,600"
Cash 5,SANDY'S #1,1500 E MULBERRY ST,FORT COLLINS,80524,1,"$1,000"
Cash 5,SCHNAPPS BOX LIQUORS,2515 S CHELTON RD,COLORADO SPRINGS,80916,1,"$20,000"
Cash 5,SCHRADER CNTRY STORE #360,4727 S TIMBERLINE RD,FORT COLLINS,80528,1,"$20,000"
Cash 5,SCHRADER CNTRY STORE #450,200 W HORSETOOTH RD,FORT COLLINS,80525,1,"$20,000"
Cash 5,SCHRADER COUNTRY STORE #390,601 GREENFIELD CT,FORT COLLINS,80524,1,"$20,000"
Cash 5,SCHRIEVER PIT STOP,"720 IRWIN STREET
SCHRIEVER AIR FORCE BASE",COLORADO SPRINGS,80912,1,"$20,000"
Cash 5,SHELL #020,5901 S UNIVERSITY BLVD,LITTLETON,80121,1,"$20,000"
Cash 5,SHELL #034,1850 S WADSWORTH,LAKEWOOD,80232,1,"$20,000"
Cash 5,SHELL #055,10396 WASHINGTON,THORNTON,80229,1,"$20,000"
Cash 5,SHELL #056,7285 E HAMPDEN AVE,DENVER,80224,1,"$20,000"
Cash 5,SHELL #071,2410 E ARAPAHOE RD,CENTENNIAL,80122,1,"$20,000"
Cash 5,SHELL #077,12098 E MISSISSIPPI,AURORA,80012,2,"$40,000"
Cash 5,SHELL #112,1760 W MIDWAY BLVD,BROOMFIELD,80020,1,"$20,000"
Cash 5,SHELL #146,9991 WADSWORTH PKWY,WESTMINSTER,80021,1,"$20,000"
Cash 5,SHELL #148,6400 N SHERIDAN BLVD,ARVADA,80003,2,"$40,000"
Cash 5,SHELL #149,1901 S SHERIDAN,DENVER,80227,2,"$40,000"
Cash 5,SHELL #169,1590 S ACADEMY BLVD,COLORADO SPRINGS,80916,2,"$40,000"
Cash 5,SHELL #175,4075 AUSTIN BLUFFS PKWY,COLORADO SPRINGS,80918,1,"$20,000"
Cash 5,SHELL #182,16892 E ILIFF AVENUE,AURORA,80013,1,$200
Cash 5,SHELL #185,1201 BONFORTE BLVD,PUEBLO,81001,2,"$40,000"
Cash 5,SHELL #186,7970 WADSWORTH BLVD,ARVADA,80003,1,$200
Cash 5,SHELL #245,699 S 8TH ST,COLORADO SPRINGS,80905,1,"$1,000"
Cash 5,SHELL #250,1812 US HWY 50 WEST,PUEBLO,81008,2,"$40,000"
Cash 5,SHELL MONUMENT FOOD MART,403 JURASSIC AVENUE,FRUITA,81521,1,$200
Cash 5,SHOP & HOP #11,800 HWY 6,GYPSUM,81637,1,"$20,000"
Cash 5,SINCLAIR,2690 S MONACO PKWY,DENVER,80222,1,"$20,000"
Cash 5,SKY SHOP GAS & CONVENIENCE,402 OAK AVE,EATON,80615,1,$200
Cash 5,SMOKER FRIENDLY #103,5896 E 72ND,COMMERCE CITY,80022,1,"$20,000"
Cash 5,SMOKER FRIENDLY #105,4377 EATON STREET,DENVER,80212,1,"$20,000"
Cash 5,SMOKER FRIENDLY #110,1054 W VINE DR,FORT COLLINS,80521,1,$200
Cash 5,SMOKER FRIENDLY #115,6630 W COLFAX,LAKEWOOD,80214,1,$200
Cash 5,SMOKER FRIENDLY #124,7540 SHERIDAN,WESTMINSTER,80003,1,$200
Cash 5,SMOKER FRIENDLY #129,1815 CENTRAL PARK DR,STEAMBOAT SPRINGS,80487,1,"$20,000"
Cash 5,SMOKER FRIENDLY #137,3748 E 104TH AVE,THORNTON,80233,1,$200
Cash 5,SMOKER FRIENDLY #151,5305 E COLFAX SPACE #C,DENVER,80220,1,"$20,000"
Cash 5,SMOKER FRIENDLY #171,352 MAIN ST,COLORADO SPRINGS,80911,2,"$20,200"
Cash 5,SMOKER FRIENDLY #179,1519 E MAIN ST,TRINIDAD,81082,1,$200
Cash 5,SMOKER FRIENDLY #180,1525 GREENWOOD AVE,CANON CITY,81212,1,"$20,000"
Cash 5,SMOKER FRIENDLY #538,2698 S PARKER RD,AURORA,80014,1,"$20,000"
Cash 5,SOCIETY CONOCO,100 SOCIETY DR,TELLURIDE,81435,1,"$20,000"
Cash 5,SOLO LIQUOR,13751 E YALE AVE,AURORA,80014,1,"$20,000"
Cash 5,SONOCO PAGOSA SPRINGS,642 SAN JUAN ST,PAGOSA SPRINGS,81147,2,"$20,200"
Cash 5,SOUTH FEDERAL MINI MART,4399 S FEDERAL BLVD,ENGLEWOOD,80110,1,$200
Cash 5,SOUTHSIDE STATION,905 WEISS DR  UNIT A,STEAMBOAT SPRINGS,80487,1,"$20,000"
Cash 5,SPEEDWAY #9489,1991 MAIN AVE,DURANGO,81301,1,"$20,000"
Cash 5,SPEEDWAY #9491,650 BUCK HWY,BAYFIELD,81122,2,"$40,000"
Cash 5,SPEEDWAY #9499,921 E MAIN ST,CORTEZ,81321,2,"$40,000"
Cash 5,SPIRIT WORLD LIQUORS,7156 PECOS ST,DENVER,80221,1,$200
Cash 5,STINKER STORE #310,7403 W 38TH AVE,WHEAT RIDGE,80033,1,"$20,000"
Cash 5,STINKER STORE #312,5000 N FEDERAL BLVD,DENVER,80221,1,$200
Cash 5,STINKER STORE #321,2498 F RD,GRAND JUNCTION,81505,1,$200
Cash 5,STINKER STORE #322,2903 NORTH AVE,GRAND JUNCTION,81504,1,"$20,000"
Cash 5,STINKER STORE #344,1650 E 104TH AVE,THORNTON,80233,1,$200
Cash 5,STOP N SAVE #18,47 EDWARDS VILLAGE BLVD,EDWARDS,81632,1,$200
Cash 5,STRATMOOR LIQUORS LLC,1807 B STREET,COLORADO SPRINGS,80906,1,"$20,000"
Cash 5,STUB'S GAS & OIL INC,16740 HWY 39,WIGGINS,80654,1,"$20,000"
Cash 5,SUNMART #525,1695 N WATKINS RD,WATKINS,80137,1,$200
Cash 5,SUNNOCO GAS STATION,1190 S CHAMBERS RD,AURORA,80017,3,"$60,000"
Cash 5,SYRACUSE LIQUOR,1115 SYRACUSE,DENVER,80220,1,"$20,000"
Cash 5,TA EXPRESS #648,1041 N COLORADO AVE #71,BRUSH,80723,1,$200
Cash 5,THE HILLS STORE,8801 LOWELL BLVD,WESTMINSTER,80031,1,"$20,000"
Cash 5,THUNDER RIVER MARKET,6818 HWY 82,GLENWOOD SPRINGS,81601,1,"$20,000"
Cash 5,T LIQUOR,7348 WASHINGTON ST,DENVER,80229,1,"$20,000"
Cash 5,TOBACCO BARN,12134 E MISSISSIPPI AVENUE,AURORA,80012,1,"$20,000"
Cash 5,TRAVELCENTERS OF AMERICA #228,888 US HWY 24,LIMON,80828,2,"$40,000"
Cash 5,TWIN STAR #504,7995 WADSWORTH BLVD,ARVADA,80003,1,"$20,000"
Cash 5,UPTOWN OASIS,298 E 20TH AVE,DENVER,80205,1,"$20,000"
Cash 5,U PUMP IT EVANS,3632 11TH AVE,EVANS,80620,1,"$20,000"
Cash 5,USA FOOD & GAS,1720 E 112TH AVE,NORTHGLENN,80233,2,"$40,000"
Cash 5,UTE MTN TRAVEL CENTER,1 E MIKE WASH RD,TOWAOC,81334,1,"$20,000"
Cash 5,VALLEY RANCH SUPPLY,57454 HWY 330,COLLBRAN,81624,1,"$20,000"
Cash 5,WALMART #3127 NHM,5141 CHAMBERS RD,DENVER,80239,1,$200
Cash 5,WALMART #4491 NHM,541 WARRIOR WAY,GRAND JUNCTION,81504,2,"$20,200"
Cash 5,WESTMINSTER LIQUOR INC,6030 W 92ND AVE,WESTMINSTER,80031,1,"$20,000"
Cash 5,WHEAT RIDGE PROF PHARMACY,6650 W 38TH AVENUE,WHEAT RIDGE,80033,2,"$40,000"
Cash 5,WINNERS CORNER CO LLC,550 E ABRIENDO AVE,PUEBLO,81004,2,"$20,200"
Cash 5,YENA CORPORATION,401 S CIRCLE DR,COLORADO SPRINGS,80910,1,"$20,000"
Cash 5,YOSEMITE CONOCO,8900 E HAMPDEN AVE,DENVER,80231,1,"$2,000"
