Draw date,Last Day To Claim,Winning Numbers,Powerball,Power Play,Jackpot,Jackpot Cash Value,Jackpot Winners,Jackpot CO Winners,Match 5 Prize,Match 5 CO Winners,Match 5 Prize (with Power Play),Match 5 CO Winners (with Power Play),Match 4 + Powerball Prize,Match 4 + Powerball CO Winners,Match 4 + Powerball Prize (with Power Play),Match 4 + Powerball CO Winners (with Power Play),Match 4 Prize,Match 4 CO Winners,Match 4 Prize (with Power Play),Match 4 CO Winners (with Power Play),Match 3 + Powerball Prize,Match 3 + Powerball CO Winners,Match 3 + Powerball Prize (with Power Play),Match 3 + Powerball CO Winners (with Power Play),Match 3 Prize,Match 3 CO Winners,Match 3 Prize (with Power Play),Match 3 CO Winners (with Power Play),Match 2 + Powerball Prize,Match 2 + Powerball CO Winners,Match 2 + Powerball Prize (with Power Play),Match 2 + Powerball CO Winners (with Power Play),Match 1 + Powerball Prize,Match 1 + Powerball CO Winners,Match 1 + Powerball Prize (with Power Play),Match 1 + Powerball CO Winners (with Power Play),Match 0 + Powerball Prize,Match 0 + Powerball CO Winners,Match 0 + Powerball Prize (with Power Play),Match 0 + Powerball CO Winners (with Power Play)
"Jan. 4, 2020",07/02/2020,1 - 11 - 21 - 25 - 54,7,2,"$239,900,000","$163,200,000",0,0,"$1,000,000",0,"$2,000,000",1,"$50,000",1,"$100,000",0,$100,3,$200,4,$100,25,$200,17,$7,376,$14,281,$7,270,$14,295,$4,1964,$8,1756,$4,4554,$8,3725
"Jan. 1, 2020",06/29/2020,49 - 53 - 57 - 59 - 62,26,2,"$221,800,000","$150,400,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",1,$100,5,$200,2,$100,9,$200,5,$7,318,$14,203,$7,237,$14,167,$4,1802,$8,1376,$4,4668,$8,3655
"Dec. 28, 2019",06/25/2020,20 - 23 - 39 - 59 - 60,18,2,"$203,800,000","$138,200,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,3,$200,6,$100,11,$200,11,$7,210,$14,197,$7,174,$14,181,$4,1582,$8,1198,$4,3869,$8,3083
"Dec. 25, 2019",06/22/2020,2 - 4 - 16 - 30 - 46,20,2,"$188,600,000","$126,700,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,3,$200,5,$100,18,$200,12,$7,318,$14,279,$7,226,$14,171,$4,1849,$8,1406,$4,4221,$8,3106
"Dec. 21, 2019",06/18/2020,19 - 31 - 35 - 50 - 67,14,2,"$173,200,000","$116,300,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,4,$200,3,$100,5,$200,5,$7,206,$14,178,$7,173,$14,152,$4,1384,$8,1173,$4,3391,$8,2787
"Dec. 18, 2019",06/15/2020,14 - 18 - 26 - 39 - 68,9,2,"$160,000,000","$108,700,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,2,$200,3,$100,7,$200,3,$7,184,$14,163,$7,166,$14,146,$4,1218,$8,1085,$4,3132,$8,2610
"Dec. 14, 2019",06/11/2020,3 - 6 - 12 - 32 - 64,19,3,"$150,000,000","$101,900,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$150,000",0,$100,2,$300,3,$100,9,$300,11,$7,241,$21,233,$7,183,$21,150,$4,1231,$12,1157,$4,2882,$12,2607
"Dec. 11, 2019",06/08/2020,24 - 29 - 42 - 44 - 63,10,4,"$140,000,000","$95,400,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$200,000",0,$100,2,$400,5,$100,5,$400,8,$7,173,$28,122,$7,144,$28,102,$4,1079,$16,945,$4,2600,$16,2343
"Dec. 7, 2019",06/04/2020,18 - 42 - 53 - 62 - 66,25,3,"$130,000,000","$88,600,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$150,000",0,$100,1,$300,1,$100,4,$300,5,$7,139,$21,144,$7,135,$21,120,$4,933,$12,952,$4,2545,$12,2403
"Dec. 4, 2019",06/01/2020,8 - 27 - 44 - 51 - 61,14,3,"$120,000,000","$82,700,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$150,000",0,$100,4,$300,4,$100,7,$300,8,$7,157,$21,129,$7,132,$21,119,$4,973,$12,870,$4,2343,$12,2117
"Nov. 30, 2019",05/28/2020,15 - 35 - 42 - 63 - 68,18,4,"$110,000,000","$75,800,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$200,000",0,$100,1,$400,3,$100,1,$400,3,$7,124,$28,103,$7,127,$28,115,$4,825,$16,825,$4,2289,$16,2127
"Nov. 27, 2019",05/25/2020,15 - 26 - 37 - 53 - 55,21,2,"$100,000,000","$68,900,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",1,"$100,000",0,$100,4,$200,5,$100,6,$200,7,$7,140,$14,131,$7,139,$14,126,$4,954,$8,903,$4,2427,$8,2156
"Nov. 23, 2019",05/21/2020,28 - 35 - 38 - 61 - 66,23,3,"$90,000,000","$62,000,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",1,"$150,000",0,$100,1,$300,0,$100,5,$300,3,$7,111,$21,115,$7,102,$21,112,$4,848,$12,867,$4,2109,$12,2201
"Nov. 20, 2019",05/18/2020,7 - 15 - 39 - 40 - 57,12,2,"$80,000,000","$54,800,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,4,$200,0,$100,2,$200,3,$7,135,$14,118,$7,94,$14,102,$4,843,$8,843,$4,2034,$8,1946
"Nov. 16, 2019",05/14/2020,14 - 22 - 26 - 55 - 63,26,3,"$70,000,000","$48,000,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$150,000",0,$100,0,$300,2,$100,5,$300,6,$7,144,$21,147,$7,105,$21,135,$4,866,$12,877,$4,2098,$12,1981
"Nov. 13, 2019",05/11/2020,23 - 26 - 27 - 28 - 66,11,2,"$60,000,000","$40,300,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,6,$200,1,$100,5,$200,5,$7,99,$14,111,$7,109,$14,124,$4,906,$8,896,$4,2043,$8,1972
"Nov. 9, 2019",05/07/2020,14 - 17 - 35 - 38 - 60,25,2,"$50,000,000","$33,600,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,3,$200,3,$100,9,$200,10,$7,124,$14,116,$7,99,$14,105,$4,747,$8,742,$4,1844,$8,1952
"Nov. 6, 2019",05/04/2020,15 - 28 - 46 - 62 - 64,17,3,"$40,000,000","$28,000,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$150,000",0,$100,1,$300,2,$100,7,$300,4,$7,88,$21,96,$7,92,$21,95,$4,698,$12,734,$4,1888,$12,1860
"Nov. 2, 2019",04/30/2020,3 - 23 - 32 - 37 - 58,22,2,"$150,000,000","$104,821,802",1,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,5,$200,6,$100,9,$200,10,$7,207,$14,197,$7,139,$14,117,$4,1282,$8,1113,$4,2986,$8,2530
"Oct. 30, 2019",04/27/2020,19 - 22 - 52 - 56 - 67,21,2,"$140,000,000","$96,400,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",1,"$100,000",0,$100,4,$200,1,$100,5,$200,6,$7,139,$14,120,$7,132,$14,111,$4,1017,$8,790,$4,2587,$8,2143
"Oct. 26, 2019",04/23/2020,3 - 20 - 48 - 54 - 59,4,4,"$130,000,000","$89,500,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$200,000",0,$100,4,$400,8,$100,3,$400,9,$7,229,$28,143,$7,152,$28,133,$4,1305,$16,1151,$4,3234,$16,2660
"Oct. 23, 2019",04/20/2020,5 - 12 - 50 - 61 - 69,23,2,"$120,000,000","$82,600,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,3,$200,1,$100,7,$200,7,$7,181,$14,123,$7,146,$14,115,$4,1169,$8,991,$4,2798,$8,2303
"Oct. 19, 2019",04/16/2020,14 - 27 - 29 - 59 - 65,12,2,"$110,000,000","$75,700,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,7,$200,4,$100,9,$200,10,$7,196,$14,165,$7,155,$14,135,$4,1238,$8,1051,$4,3042,$8,2649
"Oct. 16, 2019",04/13/2020,1 - 5 - 25 - 63 - 67,3,2,"$100,000,000","$69,400,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,2,$200,1,$100,5,$200,9,$7,191,$14,155,$7,173,$14,161,$4,1249,$8,1086,$4,3010,$8,2534
"Oct. 12, 2019",04/09/2020,12 - 29 - 34 - 53 - 65,23,2,"$90,000,000","$62,500,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",1,$100,2,$200,4,$100,7,$200,4,$7,162,$14,140,$7,125,$14,121,$4,1031,$8,877,$4,2532,$8,2291
"Oct. 9, 2019",04/06/2020,5 - 18 - 33 - 43 - 65,2,2,"$80,000,000","$57,200,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,2,$200,3,$100,5,$200,5,$7,148,$14,142,$7,121,$14,124,$4,1018,$8,824,$4,2417,$8,2139
"Oct. 5, 2019",04/02/2020,6 - 14 - 36 - 51 - 54,4,2,"$70,000,000","$50,100,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,0,$200,0,$100,8,$200,8,$7,142,$14,164,$7,131,$14,139,$4,998,$8,877,$4,2431,$8,2321
"Oct. 2, 2019",03/30/2020,4 - 8 - 10 - 43 - 53,7,2,"$60,000,000","$42,000,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,1,$200,3,$100,5,$200,10,$7,148,$14,158,$7,140,$14,162,$4,1049,$8,1004,$4,2301,$8,2258
"Sept. 28, 2019",03/26/2020,15 - 23 - 34 - 51 - 55,4,2,"$50,000,000","$35,000,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,3,$200,5,$100,9,$200,5,$7,119,$14,124,$7,127,$14,93,$4,863,$8,855,$4,2136,$8,2130
"Sept. 25, 2019",03/23/2020,37 - 43 - 44 - 45 - 53,25,3,"$40,000,000","$27,600,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$150,000",0,$100,1,$300,1,$100,8,$300,2,$7,95,$21,103,$7,92,$21,72,$4,697,$12,693,$4,1906,$12,1779
"Sept. 21, 2019",03/19/2020,1 - 9 - 22 - 36 - 68,22,2,"$80,000,000","$55,286,800",1,0,"$1,000,000",0,"$2,000,000",0,"$50,000",1,"$100,000",0,$100,4,$200,2,$100,3,$200,6,$7,156,$14,145,$7,132,$14,135,$4,981,$8,931,$4,2190,$8,2109
"Sept. 18, 2019",03/16/2020,14 - 19 - 39 - 47 - 51,15,3,"$70,000,000","$47,600,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$150,000",0,$100,3,$300,4,$100,8,$300,7,$7,124,$21,133,$7,93,$21,114,$4,817,$12,776,$4,2043,$12,1918
"Sept. 14, 2019",03/12/2020,11 - 27 - 31 - 36 - 67,11,2,"$60,000,000","$40,800,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,3,$200,3,$100,6,$200,8,$7,134,$14,153,$7,124,$14,128,$4,1094,$8,1074,$4,2474,$8,2510
"Sept. 11, 2019",03/09/2020,6 - 17 - 24 - 53 - 57,3,3,"$50,000,000","$35,600,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$150,000",0,$100,3,$300,0,$100,5,$300,7,$7,123,$21,143,$7,109,$21,145,$4,842,$12,883,$4,2054,$12,2139
"Sept. 7, 2019",03/05/2020,11 - 20 - 41 - 42 - 56,6,2,"$40,000,000","$28,500,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,0,$200,2,$100,2,$200,2,$7,134,$14,149,$7,93,$14,88,$4,806,$8,938,$4,2013,$8,2045
"Sept. 4, 2019",03/02/2020,4 - 8 - 30 - 52 - 59,2,10,"$80,000,000","$57,306,590",1,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$500,000",0,$100,3,"$1,000",1,$100,6,"$1,000",7,$7,153,$70,177,$7,136,$70,125,$4,898,$40,869,$4,2177,$40,1922
"Aug. 31, 2019",02/27/2020,14 - 41 - 50 - 56 - 57,18,5,"$70,000,000","$50,100,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",1,"$250,000",0,$100,2,$500,2,$100,6,$500,8,$7,144,$35,129,$7,112,$35,97,$4,983,$20,904,$4,2472,$20,2370
"Aug. 28, 2019",02/24/2020,9 - 32 - 37 - 41 - 56,14,10,"$60,000,000","$42,300,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$500,000",0,$100,2,"$1,000",1,$100,9,"$1,000",5,$7,146,$70,136,$7,126,$70,108,$4,864,$40,756,$4,2081,$40,1933
"Aug. 24, 2019",02/20/2020,5 - 12 - 20 - 21 - 47,1,2,"$50,000,000","$35,300,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",1,"$100,000",0,$100,3,$200,5,$100,7,$200,4,$7,209,$14,180,$7,130,$14,134,$4,889,$8,850,$4,2010,$8,1962
"Aug. 21, 2019",02/17/2020,12 - 21 - 22 - 29 - 32,21,2,"$40,000,000","$28,600,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,6,$200,3,$100,7,$200,9,$7,186,$14,132,$7,131,$14,135,$4,863,$8,882,$4,1941,$8,1884
"Aug. 17, 2019",02/13/2020,18 - 21 - 24 - 30 - 60,20,3,"$148,000,000","$105,638,829",1,0,"$1,000,000",1,"$2,000,000",0,"$50,000",0,"$150,000",0,$100,6,$300,3,$100,6,$300,7,$7,245,$21,220,$7,201,$21,161,$4,1445,$12,1172,$4,3312,$12,2785
"Aug. 14, 2019",02/10/2020,10 - 13 - 30 - 51 - 69,10,2,"$138,000,000","$96,000,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,2,$200,2,$100,7,$200,7,$7,233,$14,174,$7,189,$14,148,$4,1386,$8,1158,$4,3169,$8,2715
"Aug. 10, 2019",02/06/2020,35 - 41 - 44 - 58 - 59,3,3,"$123,800,000","$86,100,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$150,000",0,$100,7,$300,2,$100,8,$300,6,$7,177,$21,184,$7,169,$21,139,$4,1359,$12,1054,$4,3387,$12,3043
"Aug. 7, 2019",02/03/2020,8 - 32 - 47 - 53 - 59,3,3,"$113,300,000","$76,300,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$150,000",0,$100,5,$300,2,$100,5,$300,2,$7,195,$21,172,$7,153,$21,113,$4,1263,$12,1150,$4,3100,$12,2551
"Aug. 3, 2019",01/30/2020,3 - 6 - 45 - 66 - 68,13,2,"$100,000,000","$67,300,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,4,$200,3,$100,7,$200,8,$7,211,$14,188,$7,186,$14,158,$4,1285,$8,1265,$4,3182,$8,2866
"July 31, 2019",01/27/2020,14 - 37 - 47 - 55 - 67,6,2,"$88,000,000","$57,400,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,0,$200,0,$100,5,$200,6,$7,160,$14,127,$7,126,$14,112,$4,1064,$8,896,$4,2589,$8,2289
"July 27, 2019",01/23/2020,1 - 19 - 31 - 48 - 61,6,2,"$75,800,000","$49,500,000",0,0,"$1,000,000",1,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,1,$200,3,$100,6,$200,7,$7,172,$14,183,$7,120,$14,115,$4,1051,$8,914,$4,2494,$8,2229
"July 24, 2019",01/20/2020,22 - 29 - 35 - 53 - 56,13,2,"$63,000,000","$41,200,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",1,"$100,000",0,$100,1,$200,4,$100,4,$200,0,$7,116,$14,111,$7,123,$14,116,$4,870,$8,861,$4,2368,$8,2236
"July 20, 2019",01/16/2020,5 - 26 - 36 - 64 - 69,19,3,"$51,700,000","$33,800,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$150,000",0,$100,3,$300,1,$100,3,$300,4,$7,122,$21,109,$7,118,$21,133,$4,964,$12,902,$4,2225,$12,2221
"July 17, 2019",01/13/2020,19 - 43 - 47 - 60 - 68,10,2,"$40,000,000","$25,900,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,6,$200,3,$100,6,$200,6,$7,116,$14,108,$7,89,$14,85,$4,788,$8,807,$4,2186,$8,2082
"July 13, 2019",01/09/2020,13 - 23 - 32 - 35 - 68,21,3,"$198,000,000","$128,130,339",1,0,"$1,000,000",0,"$2,000,000",0,"$50,000",1,"$150,000",0,$100,3,$300,7,$100,12,$300,7,$7,209,$21,172,$7,219,$21,158,$4,1472,$12,1257,$4,3558,$12,3001
"July 10, 2019",01/06/2020,7 - 9 - 26 - 44 - 68,3,3,"$178,400,000","$117,800,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$150,000",0,$100,1,$300,1,$100,9,$300,8,$7,255,$21,210,$7,216,$21,162,$4,1555,$12,1283,$4,3214,$12,2716
"July 6, 2019",01/02/2020,4 - 8 - 23 - 46 - 65,1,2,"$164,500,000","$108,700,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,3,$200,3,$100,7,$200,1,$7,229,$14,215,$7,154,$14,155,$4,1327,$8,1167,$4,3061,$8,2604
"July 3, 2019",12/30/2019,40 - 43 - 45 - 50 - 61,25,3,"$150,300,000","$99,400,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$150,000",0,$100,1,$300,3,$100,8,$300,3,$7,214,$21,186,$7,146,$21,122,$4,1221,$12,1026,$4,3324,$12,2774
"June 29, 2019",12/26/2019,13 - 17 - 24 - 59 - 62,8,2,"$136,400,000","$90,200,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,4,$200,1,$100,8,$200,6,$7,230,$14,196,$7,165,$14,153,$4,1336,$8,1251,$4,3263,$8,2961
"June 26, 2019",12/23/2019,1 - 5 - 16 - 22 - 54,24,3,"$123,000,000","$80,700,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$150,000",0,$100,6,$300,1,$100,13,$300,13,$7,215,$21,204,$7,162,$21,154,$4,1259,$12,1111,$4,3133,$12,2661
"June 22, 2019",12/19/2019,3 - 6 - 11 - 14 - 66,21,2,"$108,700,000","$71,300,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",1,$100,2,$200,6,$100,24,$200,12,$7,273,$14,255,$7,202,$14,188,$4,1380,$8,1243,$4,2976,$8,2677
"June 19, 2019",12/16/2019,4 - 18 - 21 - 26 - 38,1,3,"$93,600,000","$60,900,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$150,000",0,$100,4,$300,4,$100,4,$300,3,$7,228,$21,208,$7,143,$21,133,$4,1095,$12,1008,$4,2465,$12,2220
"June 15, 2019",12/12/2019,8 - 11 - 14 - 16 - 49,14,3,"$80,200,000","$52,300,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$150,000",0,$100,2,$300,3,$100,5,$300,2,$7,234,$21,224,$7,139,$21,127,$4,1066,$12,978,$4,2396,$12,2313
"June 12, 2019",12/09/2019,5 - 35 - 38 - 42 - 57,13,2,"$65,900,000","$43,100,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,1,$200,2,$100,4,$200,4,$7,152,$14,142,$7,127,$14,126,$4,979,$8,965,$4,2559,$8,2482
"June 8, 2019",12/05/2019,9 - 13 - 42 - 48 - 60,18,2,"$53,800,000","$35,100,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,3,$200,0,$100,4,$200,8,$7,153,$14,176,$7,118,$14,149,$4,1116,$8,1054,$4,2340,$8,2398
"June 5, 2019",12/02/2019,17 - 23 - 28 - 34 - 38,8,3,"$40,000,000","$25,900,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$150,000",0,$100,2,$300,5,$100,3,$300,2,$7,179,$21,163,$7,130,$21,163,$4,1112,$12,983,$4,2421,$12,2350
"June 1, 2019",11/28/2019,6 - 15 - 34 - 45 - 52,8,2,"$344,600,000","$223,347,054",1,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,5,$200,4,$100,17,$200,16,$7,348,$14,314,$7,302,$14,239,$4,2424,$8,2005,$4,5785,$8,4851
"May 29, 2019",11/25/2019,3 - 32 - 34 - 42 - 61,7,2,"$327,300,000","$206,600,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,2,$200,5,$100,12,$200,18,$7,302,$14,261,$7,293,$14,235,$4,2192,$8,1823,$4,5323,$8,4447
"May 25, 2019",11/21/2019,1 - 2 - 39 - 43 - 66,2,3,"$306,800,000","$193,700,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$150,000",0,$100,7,$300,3,$100,14,$300,14,$7,317,$21,253,$7,262,$21,212,$4,2078,$12,1639,$4,4930,$12,4087
"May 22, 2019",11/18/2019,7 - 10 - 20 - 44 - 57,3,2,"$287,700,000","$180,200,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",1,$100,2,$200,3,$100,16,$200,7,$7,313,$14,274,$7,232,$14,212,$4,1873,$8,1593,$4,4284,$8,3578
"May 18, 2019",11/14/2019,2 - 10 - 25 - 66 - 67,26,4,"$269,300,000","$168,600,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$200,000",0,$100,6,$400,2,$100,12,$400,8,$7,260,$28,240,$7,218,$28,205,$4,1773,$16,1488,$4,4223,$16,3619
"May 15, 2019",11/11/2019,7 - 17 - 33 - 61 - 68,4,2,"$250,300,000","$156,500,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,5,$200,5,$100,14,$200,6,$7,257,$14,221,$7,184,$14,191,$4,1644,$8,1329,$4,3763,$8,3322
"May 11, 2019",11/07/2019,6 - 8 - 9 - 37 - 40,26,2,"$232,700,000","$145,600,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,11,$200,6,$100,11,$200,20,$7,314,$14,267,$7,255,$14,241,$4,1815,$8,1550,$4,3939,$8,3378
"May 8, 2019",11/04/2019,1 - 45 - 53 - 64 - 66,3,3,"$216,200,000","$133,800,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$150,000",0,$100,6,$300,1,$100,15,$300,6,$7,227,$21,168,$7,205,$21,152,$4,1536,$12,1333,$4,3793,$12,3370
"May 4, 2019",10/31/2019,6 - 16 - 23 - 30 - 61,2,2,"$199,500,000","$123,500,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",1,$100,2,$200,4,$100,6,$200,12,$7,288,$14,258,$7,204,$14,203,$4,1535,$8,1390,$4,3560,$8,3199
"May 1, 2019",10/28/2019,5 - 23 - 28 - 56 - 66,17,5,"$181,500,000","$112,500,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$250,000",0,$100,4,$500,5,$100,7,$500,9,$7,208,$35,210,$7,185,$35,154,$4,1321,$20,1235,$4,3241,$20,3011
"April 27, 2019",10/24/2019,2 - 29 - 41 - 45 - 62,6,3,"$166,000,000","$102,900,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$150,000",0,$100,3,$300,1,$100,9,$300,9,$7,228,$21,170,$7,177,$21,134,$4,1391,$12,1241,$4,3240,$12,3009
"April 24, 2019",10/21/2019,6 - 32 - 35 - 36 - 65,4,5,"$149,300,000","$92,500,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$250,000",0,$100,3,$500,2,$100,5,$500,5,$7,169,$35,166,$7,139,$35,140,$4,1209,$20,1063,$4,3141,$20,2891
"April 20, 2019",10/17/2019,3 - 27 - 30 - 63 - 65,1,3,"$134,600,000","$83,500,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$150,000",0,$100,6,$300,5,$100,7,$300,5,$7,227,$21,197,$7,151,$21,156,$4,1290,$12,1180,$4,3135,$12,2797
"April 17, 2019",10/14/2019,1 - 15 - 17 - 46 - 66,15,3,"$119,500,000","$73,500,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$150,000",0,$100,2,$300,1,$100,7,$300,3,$7,175,$21,175,$7,164,$21,157,$4,1183,$12,1035,$4,2776,$12,2594
"April 13, 2019",10/10/2019,4 - 17 - 26 - 32 - 49,10,2,"$103,500,000","$63,700,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,3,$200,3,$100,11,$200,4,$7,217,$14,233,$7,164,$14,183,$4,1391,$8,1395,$4,2964,$8,2973
"April 10, 2019",10/07/2019,12 - 21 - 23 - 39 - 67,6,4,"$85,400,000","$53,000,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$200,000",0,$100,2,$400,5,$100,6,$400,7,$7,160,$28,143,$7,139,$28,136,$4,1132,$16,1075,$4,2547,$16,2489
"April 6, 2019",10/03/2019,15 - 33 - 43 - 59 - 60,8,3,"$70,900,000","$44,000,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$150,000",0,$100,2,$300,3,$100,8,$300,6,$7,155,$21,186,$7,137,$21,130,$4,1044,$12,1103,$4,2745,$12,2915
"April 3, 2019",09/30/2019,16 - 19 - 25 - 32 - 49,18,2,"$54,300,000","$34,100,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,2,$200,5,$100,4,$200,9,$7,168,$14,182,$7,171,$14,125,$4,1012,$8,1081,$4,2437,$8,2506
"March 30, 2019",09/26/2019,21 - 52 - 54 - 64 - 68,4,3,"$40,000,000","$25,100,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$150,000",1,$100,3,$300,1,$100,4,$300,3,$7,148,$21,168,$7,120,$21,134,$4,1072,$12,1062,$4,2730,$12,3066
"March 27, 2019",09/23/2019,16 - 20 - 37 - 44 - 62,12,3,"$768,400,000","$476,995,390",1,0,"$1,000,000",0,"$2,000,000",0,"$50,000",1,"$150,000",3,$100,34,$300,27,$100,74,$300,67,$7,1989,$21,1457,$7,1603,$21,1181,$4,12613,$12,9623,$4,30062,$12,23748
"March 23, 2019",09/19/2019,24 - 25 - 52 - 60 - 66,5,3,"$638,800,000","$396,500,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$150,000",0,$100,20,$300,19,$100,77,$300,38,$7,1474,$21,1130,$7,1293,$21,930,$4,9253,$12,7456,$4,22374,$12,18215
"March 20, 2019",09/16/2019,10 - 14 - 50 - 53 - 63,21,2,"$562,100,000","$342,400,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,13,$200,21,$100,58,$200,46,$7,1128,$14,914,$7,967,$14,728,$4,7336,$8,5865,$4,17715,$8,13849
