Draw date,Last Day To Claim,Winning Numbers,Powerball,Power Play,Jackpot,Jackpot Cash Value,Jackpot Winners,Jackpot CO Winners,Match 5 Prize,Match 5 CO Winners,Match 5 Prize (with Power Play),Match 5 CO Winners (with Power Play),Match 4 + Powerball Prize,Match 4 + Powerball CO Winners,Match 4 + Powerball Prize (with Power Play),Match 4 + Powerball CO Winners (with Power Play),Match 4 Prize,Match 4 CO Winners,Match 4 Prize (with Power Play),Match 4 CO Winners (with Power Play),Match 3 + Powerball Prize,Match 3 + Powerball CO Winners,Match 3 + Powerball Prize (with Power Play),Match 3 + Powerball CO Winners (with Power Play),Match 3 Prize,Match 3 CO Winners,Match 3 Prize (with Power Play),Match 3 CO Winners (with Power Play),Match 2 + Powerball Prize,Match 2 + Powerball CO Winners,Match 2 + Powerball Prize (with Power Play),Match 2 + Powerball CO Winners (with Power Play),Match 1 + Powerball Prize,Match 1 + Powerball CO Winners,Match 1 + Powerball Prize (with Power Play),Match 1 + Powerball CO Winners (with Power Play),Match 0 + Powerball Prize,Match 0 + Powerball CO Winners,Match 0 + Powerball Prize (with Power Play),Match 0 + Powerball CO Winners (with Power Play)
"June 14, 2017",12/11/2017,5 - 22 - 43 - 57 - 63,24,2,"$40,000,000","$24,900,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,1,$200,2,$100,4,$200,5,$7,124,$14,124,$7,105,$14,112,$4,887,$8,840,$4,2136,$8,2089
"June 10, 2017",12/07/2017,20 - 26 - 32 - 38 - 58,3,2,"$447,800,000","$279,175,254",1,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,18,$200,11,$100,34,$200,24,$7,862,$14,589,$7,748,$14,510,$4,5485,$8,4005,$4,13651,$8,9597
"June 7, 2017",12/04/2017,5 - 21 - 57 - 66 - 69,13,3,"$380,600,000","$238,900,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$150,000",0,$100,7,$300,6,$100,23,$300,15,$7,541,$21,338,$7,485,$21,301,$4,3645,$12,2480,$4,8593,$12,6094
"June 3, 2017",11/30/2017,3 - 9 - 21 - 41 - 54,25,4,"$338,000,000","$212,200,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",1,"$200,000",0,$100,4,$400,5,$100,19,$400,14,$7,505,$28,381,$7,379,$28,280,$4,2965,$16,2214,$4,7073,$16,4951
"May 31, 2017",11/27/2017,4 - 33 - 39 - 46 - 60,6,2,"$304,600,000","$188,900,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,4,$200,6,$100,17,$200,10,$7,418,$14,262,$7,342,$14,244,$4,2548,$8,1779,$4,6148,$8,4370
"May 27, 2017",11/23/2017,5 - 10 - 28 - 55 - 67,9,3,"$274,700,000","$170,400,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$150,000",0,$100,8,$300,5,$100,12,$300,13,$7,389,$21,262,$7,306,$21,235,$4,2366,$12,1772,$4,5490,$12,3990
"May 24, 2017",11/20/2017,28 - 32 - 33 - 38 - 62,15,2,"$249,100,000","$154,200,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",1,"$100,000",0,$100,7,$200,2,$100,12,$200,6,$7,282,$14,211,$7,253,$14,181,$4,1904,$8,1356,$4,4674,$8,3440
"May 20, 2017",11/16/2017,5 - 22 - 45 - 47 - 54,3,2,"$226,100,000","$140,000,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",1,"$100,000",1,$100,4,$200,2,$100,11,$200,10,$7,323,$14,227,$7,230,$14,206,$4,2019,$8,1574,$4,4888,$8,3682
"May 17, 2017",11/13/2017,4 - 11 - 39 - 45 - 48,9,3,"$205,700,000","$125,900,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$150,000",0,$100,4,$300,8,$100,14,$300,13,$7,314,$21,249,$7,246,$21,213,$4,2061,$12,1501,$4,4464,$12,3430
"May 13, 2017",11/09/2017,17 - 20 - 32 - 63 - 68,19,5,"$185,100,000","$113,400,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$250,000",0,$100,5,$500,2,$100,12,$500,9,$7,251,$35,188,$7,229,$35,166,$4,1693,$20,1261,$4,4116,$20,3227
"May 10, 2017",11/06/2017,29 - 31 - 46 - 56 - 62,8,2,"$166,100,000","$101,700,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",1,"$100,000",0,$100,3,$200,3,$100,11,$200,6,$7,221,$14,179,$7,177,$14,152,$4,1548,$8,1160,$4,3711,$8,2977
"May 6, 2017",11/02/2017,11 - 21 - 31 - 41 - 59,21,3,"$149,200,000","$91,400,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$150,000",0,$100,7,$300,9,$100,11,$300,9,$7,280,$21,203,$7,225,$21,171,$4,1524,$12,1237,$4,3670,$12,2851
"May 3, 2017",10/30/2017,17 - 18 - 49 - 59 - 66,9,2,"$131,100,000","$80,800,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,3,$200,3,$100,14,$200,8,$7,183,$14,189,$7,177,$14,156,$4,1462,$8,1185,$4,3559,$8,2859
"April 29, 2017",10/26/2017,22 - 23 - 24 - 45 - 62,5,2,"$115,400,000","$71,100,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,3,$200,2,$100,6,$200,4,$7,212,$14,185,$7,168,$14,172,$4,1409,$8,1201,$4,3357,$8,2939
"April 26, 2017",10/23/2017,1 - 15 - 18 - 26 - 51,26,4,"$100,000,000","$62,500,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$200,000",1,$100,6,$400,3,$100,13,$400,13,$7,217,$28,187,$7,178,$28,188,$4,1402,$16,1261,$4,3083,$16,2602
"April 22, 2017",10/19/2017,21 - 39 - 41 - 48 - 63,6,3,"$90,000,000","$56,300,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$150,000",0,$100,5,$300,1,$100,6,$300,1,$7,168,$21,163,$7,132,$21,136,$4,1161,$12,1086,$4,2883,$12,2687
"April 19, 2017",10/16/2017,1 - 19 - 37 - 40 - 52,15,3,"$80,000,000","$49,800,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$150,000",0,$100,4,$300,1,$100,7,$300,5,$7,170,$21,152,$7,133,$21,138,$4,1022,$12,915,$4,2465,$12,2251
"April 15, 2017",10/12/2017,5 - 22 - 26 - 45 - 61,13,3,"$70,000,000","$43,500,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",1,"$150,000",1,$100,4,$300,2,$100,7,$300,8,$7,195,$21,181,$7,171,$21,138,$4,1184,$12,1168,$4,2997,$12,2780
"April 12, 2017",10/09/2017,8 - 14 - 61 - 63 - 68,24,2,"$60,000,000","$36,900,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,2,$200,1,$100,5,$200,2,$7,132,$14,116,$7,105,$14,125,$4,910,$8,877,$4,2330,$8,2098
"April 8, 2017",10/05/2017,23 - 36 - 51 - 53 - 60,15,2,"$50,000,000","$30,700,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,2,$200,2,$100,6,$200,6,$7,133,$14,126,$7,106,$14,128,$4,943,$8,910,$4,2353,$8,2315
"April 5, 2017",10/02/2017,8 - 20 - 46 - 53 - 54,13,2,"$40,000,000","$24,300,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",1,"$100,000",0,$100,3,$200,5,$100,5,$200,7,$7,124,$14,124,$7,115,$14,124,$4,884,$8,977,$4,2275,$8,2198
"April 1, 2017",09/28/2017,9 - 32 - 36 - 44 - 65,1,3,"$60,000,000","$36,452,004",1,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$150,000",0,$100,0,$300,1,$100,8,$300,5,$7,157,$21,148,$7,110,$21,110,$4,992,$12,933,$4,2269,$12,2292
"March 29, 2017",09/25/2017,8 - 15 - 31 - 36 - 62,11,3,"$50,000,000","$30,300,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$150,000",0,$100,3,$300,1,$100,5,$300,4,$7,145,$21,119,$7,117,$21,128,$4,976,$12,907,$4,2309,$12,2379
"March 25, 2017",09/21/2017,18 - 31 - 32 - 45 - 48,16,4,"$40,000,000","$24,300,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$200,000",0,$100,3,$400,6,$100,9,$400,5,$7,137,$28,166,$7,113,$28,116,$4,951,$16,853,$4,2191,$16,2138
"March 22, 2017",09/18/2017,2 - 9 - 27 - 29 - 42,9,2,"$155,200,000","$93,114,002",1,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,6,$200,4,$100,15,$200,8,$7,304,$14,288,$7,230,$14,180,$4,1480,$8,1329,$4,3434,$8,2797
"March 18, 2017",09/14/2017,13 - 25 - 44 - 54 - 67,5,3,"$139,800,000","$83,300,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$150,000",0,$100,5,$300,3,$100,11,$300,9,$7,221,$21,181,$7,192,$21,177,$4,1522,$12,1312,$4,3830,$12,3302
"March 15, 2017",09/11/2017,16 - 30 - 41 - 48 - 53,16,3,"$123,400,000","$72,900,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$150,000",0,$100,4,$300,1,$100,4,$300,10,$7,218,$21,172,$7,169,$21,155,$4,1294,$12,1051,$4,3055,$12,2651
"March 11, 2017",09/07/2017,1 - 26 - 41 - 50 - 57,11,2,"$106,600,000","$63,000,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,1,$200,0,$100,12,$200,9,$7,197,$14,191,$7,184,$14,147,$4,1502,$8,1439,$4,3678,$8,3413
"March 8, 2017",09/04/2017,23 - 33 - 42 - 46 - 59,4,2,"$86,500,000","$51,900,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,4,$200,3,$100,6,$200,7,$7,154,$14,173,$7,148,$14,115,$4,1070,$8,1100,$4,2655,$8,2593
"March 4, 2017",08/31/2017,2 - 18 - 19 - 22 - 63,19,3,"$71,200,000","$42,800,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$150,000",0,$100,3,$300,4,$100,6,$300,7,$7,203,$21,180,$7,169,$21,148,$4,1231,$12,1117,$4,2750,$12,2578
"March 1, 2017",08/28/2017,10 - 16 - 40 - 52 - 55,17,10,"$53,900,000","$32,900,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$500,000",0,$100,3,"$1,000",1,$100,10,"$1,000",4,$7,158,$70,150,$7,132,$70,137,$4,972,$40,1078,$4,2398,$40,2436
"Feb. 25, 2017",08/24/2017,6 - 32 - 47 - 62 - 65,19,2,"$40,000,000","$24,400,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,8,$200,1,$100,4,$200,11,$7,134,$14,145,$7,127,$14,116,$4,1029,$8,989,$4,2525,$8,2414
"Feb. 22, 2017",08/21/2017,10 - 13 - 28 - 52 - 61,2,2,"$435,300,000","$263,511,438",1,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",1,$100,10,$200,7,$100,31,$200,27,$7,871,$14,614,$7,760,$14,510,$4,5695,$8,3977,$4,13242,$8,9217
"Feb. 18, 2017",08/17/2017,3 - 7 - 9 - 31 - 33,20,3,"$361,000,000","$218,500,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",1,"$150,000",0,$100,19,$300,9,$100,25,$300,23,$7,821,$21,595,$7,475,$21,381,$4,3582,$12,2443,$4,8160,$12,5592
"Feb. 15, 2017",08/14/2017,5 - 28 - 33 - 38 - 42,19,2,"$317,000,000","$193,500,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,5,$200,2,$100,21,$200,11,$7,460,$14,291,$7,368,$14,243,$4,2932,$8,2025,$4,7028,$8,4631
"Feb. 11, 2017",08/10/2017,5 - 9 - 17 - 37 - 64,2,2,"$283,800,000","$173,300,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,9,$200,6,$100,9,$200,11,$7,433,$14,309,$7,337,$14,233,$4,2459,$8,1830,$4,5978,$8,4216
"Feb. 8, 2017",08/07/2017,14 - 20 - 42 - 49 - 66,5,2,"$258,300,000","$156,400,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",1,"$100,000",0,$100,6,$200,3,$100,18,$200,11,$7,320,$14,237,$7,278,$14,221,$4,2249,$8,1574,$4,5334,$8,4010
"Feb. 4, 2017",08/03/2017,6 - 13 - 16 - 17 - 52,25,3,"$233,600,000","$141,400,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$150,000",0,$100,9,$300,4,$100,18,$300,8,$7,393,$21,277,$7,279,$21,231,$4,2187,$12,1591,$4,4979,$12,3717
"Feb. 1, 2017",07/31/2017,9 - 43 - 57 - 60 - 64,10,2,"$209,700,000","$126,600,000",0,0,"$1,000,000",2,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,6,$200,4,$100,13,$200,4,$7,252,$14,221,$7,248,$14,156,$4,1838,$8,1343,$4,4744,$8,3447
"Jan. 28, 2017",07/27/2017,12 - 20 - 39 - 49 - 69,17,2,"$189,100,000","$114,200,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,4,$200,2,$100,15,$200,8,$7,240,$14,213,$7,213,$14,174,$4,1685,$8,1396,$4,3887,$8,3213
"Jan. 25, 2017",07/24/2017,18 - 28 - 62 - 66 - 68,22,2,"$169,900,000","$102,900,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,5,$200,6,$100,10,$200,8,$7,202,$14,136,$7,182,$14,126,$4,1337,$8,1020,$4,3297,$8,2576
"Jan. 21, 2017",07/20/2017,23 - 25 - 45 - 52 - 67,2,2,"$154,500,000","$93,600,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,5,$200,3,$100,9,$200,7,$7,217,$14,155,$7,194,$14,153,$4,1362,$8,1151,$4,3363,$8,2937
"Jan. 18, 2017",07/17/2017,9 - 40 - 41 - 53 - 58,12,2,"$136,900,000","$83,600,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",1,"$100,000",0,$100,2,$200,3,$100,7,$200,8,$7,190,$14,145,$7,181,$14,151,$4,1306,$8,1117,$4,3145,$8,2722
"Jan. 14, 2017",07/13/2017,23 - 55 - 59 - 64 - 69,13,5,"$123,000,000","$75,100,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$250,000",0,$100,3,$500,3,$100,11,$500,8,$7,234,$35,184,$7,197,$35,157,$4,1471,$20,1277,$4,3713,$20,3437
"Jan. 11, 2017",07/10/2017,1 - 3 - 13 - 16 - 43,24,2,"$105,500,000","$64,500,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,2,$200,5,$100,13,$200,11,$7,241,$14,223,$7,170,$14,166,$4,1228,$8,1091,$4,2720,$8,2429
"Jan. 7, 2017",07/06/2017,3 - 12 - 24 - 37 - 63,10,2,"$90,800,000","$55,600,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,6,$200,3,$100,8,$200,13,$7,180,$14,172,$7,159,$14,119,$4,1141,$8,1076,$4,2641,$8,2529
"Jan. 4, 2017",07/03/2017,16 - 17 - 29 - 41 - 42,4,3,"$80,000,000","$48,200,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",1,"$150,000",0,$100,3,$300,5,$100,4,$300,5,$7,165,$21,147,$7,137,$21,152,$4,1072,$12,966,$4,2397,$12,2312
"Dec. 31, 2016",06/29/2017,1 - 3 - 28 - 57 - 67,9,2,"$70,000,000","$42,100,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,4,$200,0,$100,6,$200,8,$7,221,$14,192,$7,195,$14,187,$4,1454,$8,1311,$4,3424,$8,3233
"Dec. 28, 2016",06/26/2017,16 - 23 - 30 - 44 - 58,4,2,"$60,000,000","$35,900,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,2,$200,6,$100,5,$200,7,$7,126,$14,164,$7,135,$14,112,$4,1007,$8,947,$4,2219,$8,2051
"Dec. 24, 2016",06/22/2017,28 - 38 - 42 - 51 - 52,21,2,"$50,000,000","$29,900,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,4,$200,1,$100,12,$200,10,$7,216,$14,192,$7,167,$14,138,$4,1414,$8,1248,$4,3361,$8,3034
"Dec. 21, 2016",06/19/2017,25 - 33 - 40 - 54 - 68,3,5,"$40,000,000","$23,700,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$250,000",0,$100,4,$500,1,$100,2,$500,6,$7,144,$35,145,$7,123,$35,106,$4,975,$20,910,$4,2401,$20,2247
"Dec. 17, 2016",06/15/2017,1 - 8 - 16 - 40 - 48,10,2,"$121,600,000","$72,145,291",1,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,5,$200,8,$100,10,$200,9,$7,204,$14,213,$7,205,$14,155,$4,1512,$8,1181,$4,3236,$8,2700
"Dec. 14, 2016",06/12/2017,18 - 26 - 37 - 39 - 66,15,3,"$102,400,000","$61,300,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$150,000",0,$100,4,$300,1,$100,8,$300,4,$7,187,$21,162,$7,164,$21,138,$4,1319,$12,1043,$4,3157,$12,2624
"Dec. 10, 2016",06/08/2017,12 - 21 - 32 - 44 - 66,15,2,"$85,700,000","$51,300,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,3,$200,4,$100,9,$200,7,$7,188,$14,193,$7,170,$14,125,$4,1150,$8,1085,$4,2845,$8,2495
"Dec. 7, 2016",06/05/2017,41 - 48 - 49 - 53 - 64,20,2,"$69,100,000","$41,700,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,0,$200,2,$100,8,$200,5,$7,133,$14,114,$7,115,$14,108,$4,924,$8,887,$4,2422,$8,2132
"Dec. 3, 2016",06/01/2017,8 - 10 - 26 - 27 - 33,22,2,"$55,200,000","$33,300,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,1,$200,9,$100,3,$200,10,$7,239,$14,221,$7,178,$14,139,$4,1085,$8,989,$4,2305,$8,2223
"Nov. 30, 2016",05/29/2017,3 - 14 - 18 - 25 - 45,7,2,"$40,000,000","$24,200,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",1,"$100,000",0,$100,5,$200,5,$100,16,$200,7,$7,179,$14,179,$7,187,$14,152,$4,1108,$8,1060,$4,2423,$8,2387
"Nov. 26, 2016",05/25/2017,17 - 19 - 21 - 37 - 44,16,2,"$420,900,000","$254,652,358",1,0,"$1,000,000",0,"$2,000,000",0,"$50,000",2,"$100,000",1,$100,11,$200,6,$100,32,$200,15,$7,694,$14,449,$7,498,$14,365,$4,3860,$8,2721,$4,9200,$8,6218
"Nov. 23, 2016",05/22/2017,7 - 32 - 41 - 47 - 61,3,2,"$374,100,000","$226,300,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,20,$200,3,$100,20,$200,14,$7,526,$14,362,$7,441,$14,328,$4,3316,$8,2291,$4,8000,$8,5491
"Nov. 19, 2016",05/18/2017,16 - 24 - 28 - 43 - 61,21,2,"$333,500,000","$204,000,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,10,$200,10,$100,6,$200,12,$7,445,$14,297,$7,338,$14,209,$4,2397,$8,1762,$4,5979,$8,4431
"Nov. 16, 2016",05/15/2017,28 - 41 - 61 - 63 - 65,7,2,"$294,200,000","$185,800,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,5,$200,2,$100,13,$200,9,$7,320,$14,213,$7,278,$14,203,$4,2189,$8,1630,$4,5686,$8,4501
"Nov. 12, 2016",05/11/2017,8 - 17 - 20 - 27 - 52,24,2,"$270,400,000","$170,700,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,9,$200,8,$100,20,$200,11,$7,369,$14,309,$7,283,$14,241,$4,2073,$8,1577,$4,4718,$8,3511
"Nov. 9, 2016",05/08/2017,1 - 25 - 28 - 31 - 54,2,2,"$236,700,000","$156,700,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",1,$100,3,$200,4,$100,14,$200,9,$7,315,$14,235,$7,231,$14,191,$4,1898,$8,1409,$4,4589,$8,3320
"Nov. 5, 2016",05/04/2017,21 - 31 - 50 - 51 - 69,8,3,"$217,800,000","$144,200,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$150,000",0,$100,3,$300,5,$100,14,$300,14,$7,286,$21,199,$7,242,$21,202,$4,1886,$12,1458,$4,4777,$12,3787
"Nov. 2, 2016",05/01/2017,13 - 18 - 37 - 54 - 61,5,2,"$199,700,000","$131,300,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",1,"$100,000",0,$100,5,$200,5,$100,11,$200,4,$7,257,$14,197,$7,216,$14,196,$4,1780,$8,1344,$4,4186,$8,3340
"Oct. 29, 2016",04/27/2017,19 - 20 - 21 - 42 - 48,23,3,"$183,300,000","$120,500,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$150,000",0,$100,4,$300,3,$100,10,$300,13,$7,268,$21,220,$7,214,$21,147,$4,1657,$12,1235,$4,3770,$12,3019
"Oct. 26, 2016",04/24/2017,2 - 3 - 16 - 48 - 56,24,2,"$164,200,000","$109,900,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,2,$200,3,$100,17,$200,12,$7,258,$14,204,$7,206,$14,179,$4,1494,$8,1166,$4,3370,$8,2676
"Oct. 22, 2016",04/20/2017,1 - 28 - 33 - 55 - 56,22,2,"$150,200,000","$100,500,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,1,$200,7,$100,9,$200,7,$7,224,$14,184,$7,186,$14,152,$4,1456,$8,1149,$4,3463,$8,2847
"Oct. 19, 2016",04/17/2017,10 - 16 - 38 - 43 - 63,23,2,"$136,100,000","$90,600,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",1,$100,4,$200,2,$100,7,$200,8,$7,201,$14,180,$7,151,$14,127,$4,1312,$8,1050,$4,3150,$8,2642
"Oct. 15, 2016",04/13/2017,23 - 49 - 57 - 64 - 67,20,2,"$123,200,000","$81,900,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",1,"$100,000",0,$100,3,$200,2,$100,13,$200,9,$7,212,$14,170,$7,175,$14,134,$4,1277,$8,1147,$4,3261,$8,2884
"Oct. 12, 2016",04/10/2017,16 - 30 - 34 - 37 - 44,16,2,"$106,300,000","$71,400,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,2,$200,1,$100,9,$200,7,$7,215,$14,149,$7,156,$14,126,$4,1165,$8,1018,$4,2834,$8,2337
"Oct. 8, 2016",04/06/2017,3 - 54 - 61 - 64 - 68,9,2,"$92,600,000","$62,200,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,0,$200,0,$100,4,$200,6,$7,198,$14,137,$7,151,$14,114,$4,1206,$8,1139,$4,3019,$8,2870
"Oct. 5, 2016",04/03/2017,8 - 18 - 27 - 29 - 60,15,2,"$80,000,000","$55,100,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,3,$200,1,$100,7,$200,5,$7,180,$14,183,$7,161,$14,123,$4,1063,$8,948,$4,2440,$8,2175
"Oct. 1, 2016",03/30/2017,2 - 12 - 50 - 61 - 64,1,2,"$70,000,000","$48,200,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,4,$200,5,$100,4,$200,5,$7,165,$14,136,$7,133,$14,136,$4,984,$8,1041,$4,2412,$8,2355
"Sept. 28, 2016",03/27/2017,30 - 38 - 52 - 53 - 62,1,3,"$60,000,000","$40,700,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$150,000",0,$100,1,$300,5,$100,2,$300,4,$7,130,$21,136,$7,101,$21,84,$4,856,$12,815,$4,2201,$12,2097
"Sept. 24, 2016",03/23/2017,7 - 15 - 20 - 29 - 41,22,2,"$50,000,000","$33,900,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,1,$200,2,$100,11,$200,7,$7,215,$14,195,$7,133,$14,137,$4,1008,$8,968,$4,2197,$8,2147
"Sept. 21, 2016",03/20/2017,1 - 28 - 63 - 67 - 69,17,4,"$40,000,000","$26,800,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$200,000",0,$100,3,$400,3,$100,4,$400,2,$7,111,$28,133,$7,119,$28,120,$4,877,$16,882,$4,2244,$16,2252
"Sept. 17, 2016",03/16/2017,9 - 19 - 51 - 55 - 62,14,4,"$246,800,000","$165,613,510",1,0,"$1,000,000",0,"$2,000,000",0,"$50,000",1,"$200,000",1,$100,7,$400,5,$100,15,$400,10,$7,296,$28,232,$7,248,$28,208,$4,1920,$16,1386,$4,4566,$16,3434
"Sept. 14, 2016",03/13/2017,10 - 11 - 23 - 28 - 31,14,2,"$224,900,000","$152,300,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",1,"$100,000",0,$100,8,$200,5,$100,7,$200,6,$7,390,$14,290,$7,254,$14,184,$4,1822,$8,1286,$4,4133,$8,3049
"Sept. 10, 2016",03/09/2017,3 - 17 - 49 - 55 - 68,8,2,"$207,300,000","$140,500,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,5,$200,2,$100,13,$200,6,$7,272,$14,199,$7,256,$14,171,$4,1802,$8,1333,$4,4300,$8,3246
"Sept. 7, 2016",03/06/2017,22 - 23 - 29 - 33 - 55,21,2,"$186,400,000","$128,400,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,5,$200,3,$100,11,$200,8,$7,196,$14,198,$7,195,$14,156,$4,1477,$8,1118,$4,3621,$8,2722
"Sept. 3, 2016",03/02/2017,7 - 39 - 50 - 59 - 67,25,3,"$171,800,000","$118,300,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$150,000",0,$100,7,$300,3,$100,6,$300,8,$7,223,$21,184,$7,192,$21,181,$4,1560,$12,1255,$4,3915,$12,3010
"Aug. 31, 2016",02/27/2017,5 - 10 - 24 - 56 - 61,12,2,"$154,200,000","$107,100,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",1,$100,5,$200,0,$100,8,$200,15,$7,228,$14,171,$7,229,$14,161,$4,1574,$8,1257,$4,3520,$8,2775
"Aug. 27, 2016",02/23/2017,4 - 32 - 48 - 49 - 63,20,2,"$140,100,000","$97,300,000",0,0,"$1,000,000",0,"$2,000,000",0,"$50,000",0,"$100,000",0,$100,2,$200,6,$100,7,$200,5,$7,225,$14,163,$7,170,$14,154,$4,1501,$8,1226,$4,3423,$8,2898
